FPKM.S12M,FPKM.S22F,FPKM.S23M,FPKM.S29F,FPKM.S31M,FPKM.S35F,FPKM.S36F,FPKM.S3F,FPKM.S41F,FPKM.S48M,FPKM.S50F,FPKM.S59M,FPKM.S77F,FPKM.S9M,exposed_sum_transcript_counts,exposed_median_transcript_counts,exposed_mean_transcript_counts,exposed_max_transcript_counts,exposed_min_transcript_counts,exposed_std_dev_transcript_counts
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0.25,2,0,0.666940733139361
1,0,1,1,1,0,0,0,0,1,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,1,1,1,0,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,0,1,1,1,0,0,0,1,1,1,1,1,1,10,1,1.3125,10,0,2.96057565748356
2,1,2,1,2,1,1,1,1,2,1,1,1,2,19,1,2.4375,19,1,5.5791278512335
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,2,1,2,2,1,2,2,2,2,2,2,1,1,23,2,3,23,1,6.73691063561635
1,0,1,1,1,0,0,0,0,1,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
2,2,1,2,1,3,3,2,3,3,3,2,3,3,33,3,4.3125,33,1,9.67670120626756
0,0,1,1,1,0,0,0,0,1,1,0,0,0,5,0,0.625,5,0,1.53733388300533
3,4,2,4,2,4,4,4,4,2,4,4,4,2,47,4,6.125,47,2,13.7647880339613
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.25,2,0,0.745601135079326
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0.375,3,0,0.95785647937868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,2,1,2,1,2,2,1,1,1,2,1,2,2,21,2,2.75,21,1,6.14995958718239
0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0.25,2,0,0.666940733139361
2,2,2,2,2,2,1,2,2,2,2,2,2,2,27,2,3.5,27,1,7.9067111918512
1,0,1,0,1,0,1,0,0,1,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,0,1,0,0,1,1,1,0,1,0,1,8,1,1.0625,8,0,2.38489110697014
2,2,2,2,1,2,2,2,2,2,2,2,2,2,27,2,3.5,27,1,7.9067111918512
1,0,1,0,1,0,0,0,0,1,0,0,0,1,5,0,0.625,5,0,1.53733388300533
2,0,1,1,1,0,1,0,1,1,0,1,1,1,11,1,1.4375,11,0,3.26573801358771
1,1,1,1,1,1,0,0,1,0,0,1,0,0,8,1,1.0625,8,0,2.38489110697014
1,1,1,1,1,0,0,1,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.125,1,0,0.372800567539663
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
4,2,4,2,1,2,1,1,2,4,3,2,0,4,32,2,4.125,32,0,9.4753884411728
1,1,1,1,1,1,0,1,1,1,1,1,0,1,12,1,1.5625,12,0,3.53690663095336
2,1,2,2,1,1,0,1,2,2,1,2,1,2,20,2,2.625,20,0,5.89293641246904
1,1,1,1,1,0,0,1,1,1,0,1,0,1,10,1,1.3125,10,0,2.96057565748356
1,1,2,1,1,1,1,1,1,1,1,1,1,1,15,1,1.9375,15,1,4.3887966461733
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,1,1,0,0,0,0,0,1,1,0,0,0,0,4,0,0.5,4,0,1.24780509049276
2,2,1,2,2,2,2,2,2,1,2,2,2,2,26,2,3.375,26,1,7.61467520704409
1,1,0,0,1,0,0,1,0,1,0,0,1,1,7,1,0.9375,7,0,2.09745760365324
1,1,0,1,1,0,1,0,0,1,0,0,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,0,1,0,1,0,1,0,1,8,1,1.0625,8,0,2.38489110697014
1,0,1,1,1,0,1,0,1,1,0,1,0,1,9,1,1.1875,9,0,2.67262646104771
1,2,2,2,2,2,2,2,2,1,2,2,2,2,26,2,3.375,26,1,7.61467520704409
3,1,3,2,2,0,1,1,1,3,1,1,0,3,22,1,2.8125,22,0,6.54215029221329
1,2,2,2,1,2,2,2,2,1,2,2,2,1,24,2,3.125,24,1,7.02980938783121
1,0,1,0,1,0,0,0,1,0,0,0,0,0,4,0,0.5,4,0,1.24780509049276
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,0,1,1,1,1,1,1,0,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,0,1,1,1,0,1,1,1,1,0,1,0,1,10,1,1.3125,10,0,2.96057565748356
1,0,1,0,1,0,0,1,1,1,0,1,0,1,8,1,1.0625,8,0,2.38489110697014
1,1,1,1,1,0,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,0,1,1,1,1,1,0,1,1,0,1,0,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0.375,3,0,1.01419926355664
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,0,1,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,0,1,1,1,0,0,0,1,1,0,1,0,1,8,1,1.0625,8,0,2.38489110697014
1,1,1,1,1,0,0,1,0,1,1,1,0,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,0,1,1,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,0,0,1,1,1,1,1,1,1,0,0,10,1,1.3125,10,0,2.96057565748356
1,0,1,0,1,0,0,0,0,0,0,1,0,1,5,0,0.625,5,0,1.53733388300533
0,1,1,1,1,0,1,1,1,1,0,0,1,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0.25,2,0,0.666940733139361
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
2,0,2,2,1,3,2,0,2,2,2,2,2,3,25,2,3.25,25,0,7.38095086506573
1,0,1,0,1,0,0,1,1,1,0,1,0,2,9,1,1.1875,9,0,2.69333312299157
2,0,2,1,2,0,0,1,1,2,0,1,0,2,14,1,1.8125,14,0,4.18059350150834
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,1,0,0,0,1,1,1,0,0,1,5,0,0.625,5,0,1.53733388300533
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,1,0,1,1,1,0,1,1,10,1,1.3125,10,0,2.96057565748356
2,2,2,2,1,1,1,2,2,2,1,1,1,2,22,2,2.875,22,1,6.44364486998828
1,1,1,1,1,1,1,0,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,0,1,1,1,1,1,0,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,0,0,0,1,0,1,0,0,6,0,0.75,6,0,1.82664249567822
1,1,1,1,1,0,0,1,1,1,0,1,0,0,9,1,1.1875,9,0,2.67262646104771
1,1,0,1,1,0,0,0,1,1,0,0,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,2,1,1,1,1,2,2,1,1,2,1,2,1,19,1,2.4375,19,1,5.5791278512335
1,2,2,2,2,2,2,2,1,2,2,1,2,1,24,2,3.125,24,1,7.02980938783121
1,0,0,1,0,0,0,0,0,1,0,1,0,1,5,0,0.625,5,0,1.53733388300533
1,1,1,1,1,0,1,1,2,1,1,1,1,1,14,1,1.8125,14,0,4.12709553807631
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,2,1,1,1,2,1,1,1,1,1,1,2,17,1,2.1875,17,1,4.9860207541211
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0.25,2,0,0.666940733139361
2,0,3,1,2,0,1,0,0,1,0,1,2,2,15,1,1.9375,15,0,4.48953308780448
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
2,2,1,1,2,1,1,2,2,1,2,1,1,2,21,2,2.75,21,1,6.14995958718239
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,2,1,2,0,1,0,3,1,1,1,1,0,1,15,1,1.9375,15,0,4.46471557036605
3,3,3,3,3,3,3,3,3,3,3,3,3,3,42,3,5.4375,42,3,12.2642321326136
1,1,1,0,1,0,0,0,0,1,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,2,2,1,2,1,1,1,0,2,0,0,1,2,16,1,2.0625,16,0,4.7494060301146
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,0,1,0,0,0,0,1,0,0,0,1,5,0,0.625,5,0,1.53733388300533
1,1,2,4,2,4,4,0,0,1,0,0,4,2,25,2,3.25,25,0,7.47072747500857
1,0,1,1,1,0,0,0,0,1,1,1,0,1,8,1,1.0625,8,0,2.38489110697014
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,1,1,0,1,0,1,1,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,0,1,0,1,1,0,1,0,1,10,1,1.3125,10,0,2.96057565748356
3,1,1,3,1,2,1,2,1,3,1,1,2,1,23,1,2.9375,23,1,6.78194095639035
2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,2,3.625,28,2,8.17615475507572
1,2,1,2,1,2,2,2,2,1,2,1,2,1,22,2,2.875,22,1,6.44364486998828
1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0.375,3,0,0.95785647937868
2,2,2,2,2,2,1,1,3,2,1,2,1,2,25,2,3.25,25,1,7.32996832684253
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,0,1,0,0,0,0,1,0,0,1,1,6,0,0.75,6,0,1.82664249567822
1,1,3,1,1,1,1,1,1,2,2,1,1,1,18,1,2.3125,18,1,5.29350750202327
1,1,1,2,2,1,1,1,1,1,1,1,1,2,17,1,2.1875,17,1,4.9860207541211
1,0,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0.5,4,0,1.24780509049276
4,6,3,7,2,8,9,4,8,3,8,9,10,2,83,7,10.8125,83,2,24.4287442623517
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,0,1,1,1,1,1,1,1,1,0,1,12,1,1.5625,12,0,3.53690663095336
1,1,0,1,0,1,1,0,1,0,1,0,1,1,9,1,1.1875,9,0,2.67262646104771
0,0,1,1,0,0,0,1,1,1,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,1,1,1,1,0,1,1,1,0,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
3,6,2,6,2,6,6,6,6,2,6,5,6,1,63,6,8.25,63,1,18.5328162397888
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
3,3,3,3,3,2,2,2,3,3,3,3,3,3,39,3,5.0625,39,2,11.4063784239346
2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,2,3.625,28,2,8.17615475507572
1,1,1,1,0,1,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
3,3,3,5,4,5,3,1,4,4,2,3,2,5,47,3,6.0625,47,1,13.8257160715223
1,1,1,1,1,1,1,0,0,1,0,0,0,1,9,1,1.1875,9,0,2.67262646104771
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,0,1,0,0,0,0,1,1,0,0,0,5,0,0.625,5,0,1.53733388300533
1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.25,2,0,0.666940733139361
1,0,1,0,1,1,0,1,1,1,0,1,1,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,1,1,1,1,0,1,0,1,10,1,1.3125,10,0,2.96057565748356
2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,2,3.625,28,2,8.17615475507572
0,0,0,0,0,1,1,0,0,1,0,0,0,3,6,0,0.75,6,0,1.91571295875736
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.125,1,0,0.372800567539663
1,1,1,1,0,1,1,1,1,0,0,1,0,0,9,1,1.1875,9,0,2.67262646104771
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
3,4,2,4,2,3,3,4,4,2,3,3,2,2,41,3,5.3125,41,2,12.0112042981343
0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0.375,3,0,0.95785647937868
0,0,1,1,0,0,0,1,1,1,0,1,0,1,7,1,0.9375,7,0,2.09745760365324
1,1,1,1,1,1,2,1,2,1,2,2,1,1,18,1,2.3125,18,1,5.28300204077809
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,0,2,1,1,1,1,1,1,13,1,1.6875,13,0,3.83971924705425
1,0,1,1,1,0,0,1,1,1,0,1,1,1,10,1,1.3125,10,0,2.96057565748356
2,2,1,1,1,1,1,1,2,2,1,1,2,2,20,1,2.5625,20,1,5.87452755659193
2,1,1,1,1,1,1,0,1,1,1,1,1,1,14,1,1.8125,14,0,4.12709553807631
2,2,1,2,1,1,1,2,2,2,0,1,0,1,18,1,2.3125,18,0,5.33055926004522
1,0,1,1,1,1,1,0,1,1,1,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,0,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1.6875,13,0,3.82522323336661
2,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1.9375,15,1,4.3887966461733
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
2,3,2,3,2,3,2,3,3,2,3,3,3,2,36,3,4.6875,36,2,10.5251207175225
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.125,1,0,0.372800567539663
1,2,2,2,2,2,1,2,2,2,0,1,1,3,23,2,3,23,0,6.78146769464894
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,0,0,1,0,0,1,0,1,1,1,9,1,1.1875,9,0,2.67262646104771
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0.25,2,0,0.666940733139361
1,1,1,2,1,1,1,2,1,1,1,1,1,1,16,1,2.0625,16,1,4.68802141349544
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,1,0,1,0,1,0,1,1,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,1,0,0,0,3,0,0,1,0,0,4,0,9,0,1.125,9,0,2.87356943813604
3,1,1,3,1,1,2,3,2,3,2,2,1,1,26,2,3.375,26,1,7.64380291171982
1,1,1,1,1,1,0,0,1,2,1,1,1,2,14,1,1.8125,14,0,4.14053483157918
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,0,2,0,1,1,1,3,1,1,1,1,15,1,1.9375,15,0,4.45225493577781
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,0,0,1,1,1,1,1,0,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,0,1,1,1,0,1,1,1,12,1,1.5625,12,0,3.53690663095336
1,1,1,2,1,1,1,1,2,1,1,1,2,1,17,1,2.1875,17,1,4.9860207541211
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,0,0,0,0,2,0,1,0,0,1,4,0,0.5,4,0,1.29156055025336
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,2,1,2,1,2,2,2,2,1,1,2,2,1,22,2,2.875,22,1,6.44364486998828
0,0,0,0,2,0,1,0,0,0,0,0,0,2,5,0,0.625,5,0,1.60798560007809
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,0,1,1,1,0,1,0,1,10,1,1.3125,10,0,2.96057565748356
3,10,4,9,1,8,8,10,10,6,9,6,9,3,96,8,12.5,96,1,28.274112516514
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,0,1,0,0,0,0,0,1,0,1,0,1,5,0,0.625,5,0,1.53733388300533
1,3,1,1,1,1,2,1,2,2,2,2,2,1,22,2,2.875,22,1,6.45226086900068
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.125,1,0,0.372800567539663
0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0.375,3,0,0.95785647937868
2,5,1,5,1,5,4,5,5,2,5,3,5,1,49,5,6.4375,49,1,14.4193735733241
3,3,3,3,3,2,3,3,3,3,3,3,3,3,41,3,5.3125,41,2,11.9926887830493
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,0,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,0,1,0,1,12,1,1.5625,12,0,3.53690663095336
1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0.375,3,0,0.95785647937868
1,0,0,0,0,1,0,0,3,1,0,2,2,2,12,1,1.5625,12,0,3.62992771040258
0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0.25,2,0,0.666940733139361
0,0,1,0,1,0,0,0,0,1,0,1,0,0,4,0,0.5,4,0,1.24780509049276
2,0,2,2,1,0,0,0,0,1,0,0,0,2,10,0,1.25,10,0,3.05654555998008
0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0.5,4,0,1.24780509049276
0,0,1,4,1,1,1,4,3,1,0,1,1,1,19,1,2.4375,19,0,5.70426005587821
1,1,1,1,1,0,0,1,1,1,1,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,1,1,0,0,1,0,1,0,0,8,1,1.0625,8,0,2.38489110697014
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,0,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,0.5,4,0,1.24780509049276
3,4,3,1,1,1,0,1,2,3,1,4,0,3,27,2,3.5,27,0,8.01889216656187
1,2,1,2,1,1,2,1,2,2,1,1,1,1,19,1,2.4375,19,1,5.5791278512335
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,1,1,1,1,1,1,0,1,12,1,1.5625,12,0,3.53690663095336
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.125,1,0,0.372800567539663
1,1,1,1,2,0,1,0,1,2,1,1,2,2,16,1,2.0625,16,0,4.7376942205864
1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,1,1.6875,13,0,3.82522323336661
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,0,0,1,1,1,0,1,0,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,2,1,1,1,1,1,0,1,0,1,13,1,1.6875,13,0,3.83971924705425
1,1,1,2,1,1,1,1,1,1,1,1,1,1,15,1,1.9375,15,1,4.3887966461733
1,2,2,2,1,1,2,1,2,1,1,1,2,1,20,1,2.5625,20,1,5.87452755659193
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
6,6,4,6,5,5,6,5,6,6,6,5,6,5,77,6,10,77,4,22.5131540496475
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,0,1,1,1,1,0,1,1,1,1,1,0,1,11,1,1.4375,11,0,3.2486818345724
1,1,1,1,1,0,0,1,1,1,0,0,0,0,8,1,1.0625,8,0,2.38489110697014
1,0,1,1,1,0,1,0,1,1,0,1,1,1,10,1,1.3125,10,0,2.96057565748356
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
3,6,4,6,2,4,5,6,5,3,4,4,5,2,59,4,7.625,59,2,17.3215024781171
5,1,5,3,4,1,2,2,3,4,4,3,1,4,42,3,5.4375,42,1,12.3696058965737
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1.8125,14,1,4.08807737753786
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,0,0,1,1,0,1,0,1,8,1,1.0625,8,0,2.38489110697014
